               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.059526,            0.063958,                   0,             0.72756,             0.80917,             0.83047,             0.40778,            0.047247,            0.047365,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.052689,            0.054724,                   0,             0.63072,             0.74539,             0.75274,             0.35284,            0.061201,            0.050184,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.060985,            0.055679,                   0,             0.74945,             0.77765,             0.83249,             0.40829,            0.043798,            0.043865,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.054333,            0.055873,                   0,             0.63864,             0.72465,             0.73392,             0.39222,              0.0624,            0.047669,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.054396,            0.051609,                   0,             0.86609,             0.83295,             0.90932,             0.45897,            0.046037,             0.04488,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.047392,            0.062121,                   0,             0.71022,              0.7765,              0.8246,             0.44948,            0.058723,            0.055148,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.058185,            0.058714,                   0,             0.66126,             0.73502,             0.77757,             0.39116,            0.052305,             0.04567,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.050365,            0.057762,                   0,             0.77316,              0.7788,             0.85899,             0.47468,            0.042529,            0.043201,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.050268,            0.056845,                   0,             0.77967,             0.83572,             0.88676,             0.48902,            0.047029,             0.04265,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.044393,             0.05122,                   0,             0.67513,             0.76267,             0.81179,             0.46795,            0.056711,            0.047125,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.054174,            0.055286,                   0,             0.91348,              0.8871,             0.95114,             0.52679,            0.042353,            0.043202,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.048878,            0.057338,                   0,             0.71961,             0.78226,             0.85575,             0.46609,            0.048868,            0.042878,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.047442,            0.056333,                   0,             0.92018,             0.91637,             0.96262,             0.54583,            0.038756,            0.041228,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.041098,            0.060689,                   0,             0.85366,             0.87673,             0.93016,              0.5109,            0.046682,            0.044099,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.055822,            0.054965,                   0,              0.8786,             0.90048,             0.93622,             0.51779,            0.038159,            0.041037,                   0,            0.004951,            0.004951,            0.004951
                  53,             0.04726,            0.054636,                   0,             0.76071,             0.81221,             0.86413,             0.46955,            0.046444,             0.04189,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.046312,            0.059252,                   0,             0.88339,             0.91705,             0.93858,              0.5408,            0.036139,            0.039974,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.040903,             0.05802,                   0,             0.91631,             0.90825,             0.96328,              0.5729,            0.040227,            0.040297,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.047647,             0.04912,                   0,             0.88752,             0.90903,             0.95186,             0.55663,            0.038335,            0.039604,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.043661,             0.05145,                   0,             0.93334,             0.93548,             0.97122,             0.56043,            0.037963,             0.03939,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.043609,            0.053447,                   0,             0.82952,             0.89693,             0.90366,             0.53064,            0.039847,            0.040331,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.042126,            0.060473,                   0,             0.57085,             0.82028,             0.74503,             0.41807,            0.050065,            0.043007,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.048177,            0.052024,                   0,             0.93081,             0.93894,             0.97117,             0.59369,            0.033044,            0.037931,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.043006,             0.05173,                   0,             0.70566,              0.8369,             0.84775,             0.49076,            0.044781,            0.039065,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.041954,            0.049159,                   0,             0.95554,             0.94085,             0.97812,             0.59731,            0.032264,            0.037843,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.036667,            0.057054,                   0,             0.77289,             0.86521,             0.90568,             0.53673,            0.042715,            0.039906,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.047367,            0.050973,                   0,             0.95101,             0.93935,             0.97906,             0.60407,            0.032341,             0.03762,                   0,            0.003763,            0.003763,            0.003763
                  65,             0.04096,            0.052356,                   0,             0.67635,             0.89322,             0.83795,             0.49031,            0.041373,            0.038966,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.042819,            0.058183,                   0,              0.9209,             0.96313,             0.97443,             0.61042,            0.031991,            0.037352,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.038688,            0.048317,                   0,             0.95313,             0.96057,             0.98252,             0.61717,             0.03539,            0.037522,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.045286,            0.054041,                   0,             0.95181,             0.95046,             0.98012,             0.56611,            0.035966,            0.039003,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.038987,            0.057143,                   0,             0.95466,             0.95968,             0.98265,             0.61021,            0.030855,            0.037964,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.039048,            0.052737,                   0,             0.95607,             0.95273,             0.98057,             0.59054,            0.032863,            0.037814,                   0,            0.003169,            0.003169,            0.003169
                  71,             0.03506,            0.049565,                   0,             0.94974,             0.95799,              0.9807,             0.59467,            0.033099,            0.036797,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.039156,            0.052236,                   0,             0.96027,             0.95737,             0.98331,             0.61234,            0.030604,            0.036435,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.036214,            0.054719,                   0,             0.95862,             0.96429,             0.98038,             0.60427,            0.030416,            0.037353,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.039448,            0.049531,                   0,             0.95883,             0.95507,             0.98019,             0.57485,            0.034633,            0.037834,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.038311,            0.048522,                   0,             0.96749,             0.95737,             0.98299,             0.62365,            0.031601,            0.036277,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.041355,            0.057843,                   0,             0.96172,             0.95513,             0.98098,             0.60885,            0.030772,            0.036433,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.037004,            0.051406,                   0,             0.96245,             0.96083,             0.98295,             0.62258,            0.030943,            0.036144,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.036817,            0.048299,                   0,             0.96007,             0.95737,              0.9819,             0.61964,            0.029806,            0.036298,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.035423,            0.050892,                   0,             0.96644,             0.96429,             0.98342,             0.60129,            0.034162,            0.036535,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.039016,            0.053332,                   0,             0.96788,             0.96083,             0.98399,             0.63318,            0.028344,            0.035837,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.034891,            0.048094,                   0,             0.96182,             0.95785,             0.98285,             0.60175,            0.031699,            0.036479,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.035803,            0.050232,                   0,             0.96547,             0.96626,             0.98461,             0.63982,             0.02789,            0.035433,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.034074,            0.047923,                   0,             0.96331,             0.96789,             0.98537,             0.63449,            0.029389,            0.035662,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.033298,            0.046928,                   0,             0.96144,             0.96889,             0.98488,             0.64256,            0.027288,            0.035121,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.034745,             0.04612,                   0,             0.96212,             0.96559,             0.98492,             0.60868,            0.030231,            0.035741,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.036042,            0.045023,                   0,             0.95991,             0.96552,             0.98498,             0.64595,            0.027442,            0.035064,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.032859,            0.049641,                   0,             0.96765,             0.96544,              0.9855,             0.61321,            0.029572,            0.035901,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.034355,            0.046735,                   0,             0.96234,             0.96889,             0.98592,             0.65048,            0.026848,            0.035041,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.032947,            0.045626,                   0,             0.96342,             0.96889,             0.98605,             0.65239,            0.026859,             0.03496,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.031938,            0.046696,                   0,             0.96337,              0.9696,             0.98606,             0.65379,            0.027081,             0.03497,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.033007,            0.043919,                   0,              0.9678,             0.96954,             0.98592,             0.65341,            0.027101,            0.034971,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.034997,            0.054789,                   0,             0.96734,              0.9712,             0.98608,                0.65,            0.026587,            0.034845,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.030977,             0.04252,                   0,             0.97007,             0.97235,             0.98646,             0.65858,             0.02652,             0.03465,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.034876,            0.044526,                   0,              0.9701,             0.97201,             0.98658,             0.66188,            0.026397,            0.034592,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.033025,            0.045921,                   0,             0.96562,             0.97235,             0.98655,              0.6606,            0.026734,            0.034665,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.032899,            0.047027,                   0,             0.96477,             0.97235,             0.98646,             0.65645,            0.026589,            0.034744,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.033289,            0.055739,                   0,             0.96063,              0.9712,             0.98575,             0.65191,            0.026625,            0.034901,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.031847,            0.046024,                   0,             0.96202,             0.97235,             0.98576,             0.65195,            0.026684,            0.034914,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.033183,            0.049625,                   0,             0.96343,             0.97125,             0.98563,              0.6527,            0.026435,            0.034897,                   0,            0.000298,            0.000298,            0.000298
