               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  66,            0.038053,            0.041242,                   0,             0.96758,             0.98227,             0.99031,             0.68169,             0.03175,            0.030591,                   0,           0.0067825,           0.0067825,           0.0067825
                  67,            0.038595,            0.041473,                   0,             0.96713,             0.98071,             0.99019,             0.68851,            0.030716,            0.030637,                   0,            0.006733,            0.006733,            0.006733
                  68,            0.036115,            0.039355,                   0,             0.97112,             0.97779,             0.98988,             0.69015,            0.029318,            0.030228,                   0,           0.0066835,           0.0066835,           0.0066835
                  69,            0.037756,            0.041414,                   0,             0.97048,             0.97872,             0.99001,             0.68482,            0.029844,             0.03043,                   0,            0.006634,            0.006634,            0.006634
                  70,            0.036691,            0.039662,                   0,             0.97129,             0.98374,             0.99044,             0.68659,            0.028735,            0.030065,                   0,           0.0065845,           0.0065845,           0.0065845
                  71,            0.036927,            0.041576,                   0,             0.97199,             0.98459,             0.99101,             0.68916,            0.028641,            0.029542,                   0,            0.006535,            0.006535,            0.006535
                  72,            0.037323,            0.038777,                   0,             0.97319,             0.98156,             0.99125,             0.68636,             0.02806,            0.029214,                   0,           0.0064855,           0.0064855,           0.0064855
                  73,            0.035902,            0.041161,                   0,             0.97064,             0.98478,             0.99074,             0.68447,             0.02832,            0.029598,                   0,            0.006436,            0.006436,            0.006436
                  74,            0.035756,            0.038854,                   0,             0.97136,             0.98608,             0.99083,             0.69166,            0.028647,             0.02938,                   0,           0.0063865,           0.0063865,           0.0063865
                  75,             0.03724,            0.042243,                   0,             0.97339,             0.98571,             0.99054,             0.69629,            0.026593,              0.0301,                   0,            0.006337,            0.006337,            0.006337
                  76,            0.033513,            0.040448,                   0,             0.97318,             0.97779,             0.99071,              0.6351,             0.03013,            0.030297,                   0,           0.0062875,           0.0062875,           0.0062875
                  77,             0.03496,            0.042682,                   0,             0.97142,             0.98827,             0.99075,             0.69194,             0.03099,            0.030642,                   0,            0.006238,            0.006238,            0.006238
                  78,            0.037248,            0.042393,                   0,             0.97535,             0.99149,             0.99162,             0.69546,            0.028898,            0.029879,                   0,           0.0061885,           0.0061885,           0.0061885
                  79,            0.037521,            0.040262,                   0,             0.97689,             0.98934,             0.99158,             0.69038,            0.028456,             0.02925,                   0,            0.006139,            0.006139,            0.006139
                  80,            0.035628,            0.037631,                   0,               0.976,              0.9844,              0.9917,             0.69727,            0.027612,             0.02883,                   0,           0.0060895,           0.0060895,           0.0060895
                  81,            0.035379,            0.042103,                   0,             0.97772,              0.9844,             0.99189,              0.6943,            0.027568,            0.028853,                   0,             0.00604,             0.00604,             0.00604
                  82,            0.033547,            0.038727,                   0,             0.97477,             0.98652,             0.99178,             0.70793,             0.02749,            0.028847,                   0,           0.0059905,           0.0059905,           0.0059905
                  83,            0.034896,            0.037741,                   0,             0.97477,             0.98657,               0.992,             0.70354,            0.026246,            0.028855,                   0,            0.005941,            0.005941,            0.005941
                  84,            0.033561,            0.044773,                   0,             0.97314,             0.98369,             0.99121,             0.70069,            0.028021,            0.029357,                   0,           0.0058915,           0.0058915,           0.0058915
                  85,            0.033029,            0.038672,                   0,             0.97367,             0.98298,             0.99151,             0.70211,            0.027719,            0.029226,                   0,            0.005842,            0.005842,            0.005842
                  86,            0.032714,            0.038084,                   0,             0.97197,             0.98379,             0.99164,              0.7053,            0.028197,            0.029073,                   0,           0.0057925,           0.0057925,           0.0057925
                  87,            0.032921,            0.038894,                   0,             0.97592,              0.9772,             0.99186,             0.69565,            0.027436,            0.028996,                   0,            0.005743,            0.005743,            0.005743
                  88,            0.034416,              0.0381,                   0,              0.9774,              0.9773,             0.99184,             0.70497,            0.026768,            0.028774,                   0,           0.0056935,           0.0056935,           0.0056935
                  89,            0.034006,            0.040773,                   0,             0.97297,              0.9844,             0.99211,             0.70775,            0.026279,            0.028649,                   0,            0.005644,            0.005644,            0.005644
                  90,            0.033439,             0.03886,                   0,             0.97402,             0.98376,             0.99236,             0.71232,            0.026219,            0.028197,                   0,           0.0055945,           0.0055945,           0.0055945
                  91,             0.03438,            0.041786,                   0,             0.97344,             0.98936,             0.99237,             0.70286,            0.026076,            0.028636,                   0,            0.005545,            0.005545,            0.005545
                  92,            0.032238,            0.035849,                   0,             0.97452,             0.98865,             0.99259,             0.71152,            0.026802,             0.02837,                   0,           0.0054955,           0.0054955,           0.0054955
                  93,            0.032197,            0.038684,                   0,             0.97689,              0.9892,              0.9928,             0.72145,            0.027186,            0.028103,                   0,            0.005446,            0.005446,            0.005446
                  94,            0.034857,            0.038462,                   0,             0.97481,             0.98812,             0.99276,              0.7126,            0.027393,            0.028498,                   0,           0.0053965,           0.0053965,           0.0053965
                  95,            0.034067,            0.038275,                   0,             0.97743,             0.98936,             0.99264,              0.7159,            0.025094,            0.027774,                   0,            0.005347,            0.005347,            0.005347
                  96,            0.032908,            0.036092,                   0,             0.98087,             0.98191,             0.99248,             0.72027,             0.02543,             0.02726,                   0,           0.0052975,           0.0052975,           0.0052975
                  97,            0.033685,            0.042607,                   0,             0.97701,             0.98511,             0.99245,              0.7156,            0.025186,             0.02756,                   0,            0.005248,            0.005248,            0.005248
                  98,            0.033021,            0.039705,                   0,             0.97818,             0.98582,             0.99261,             0.72726,            0.024897,            0.027599,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,            0.031068,            0.039474,                   0,             0.97613,             0.98591,             0.99268,             0.72533,            0.025897,            0.027597,                   0,            0.005149,            0.005149,            0.005149
